product_name,series,price,rating,reviews_count,stock,daily_sales,date
iPhone 12 mini,12,6800.0,3.5,377,23,21,2025-01-30
iPhone 12 Pro,12,8500.0,4.2,55,32,13,2025-01-30
iPhone 12 Pro Max,12,9000.0,3.6,492,41,26,2025-01-30
iPhone 13,13,8000.0,3.9,376,28,24,2025-01-30
iPhone 13 mini,13,7800.0,3.7,13,7,23,2025-01-30
iPhone 13 Pro,13,9500.0,4.0,442,27,19,2025-01-30
iPhone 13 Pro Max,13,10000.0,4.1,178,10,23,2025-01-30
iPhone 14,14,9000.0,3.1,147,44,16,2025-01-30
iPhone 14 Plus,14,9200.0,3.6,12,26,14,2025-01-30
iPhone 14 Pro,14,11000.0,4.5,485,16,23,2025-01-30
iPhone 14 Pro Max,14,12000.0,4.5,462,17,14,2025-01-30
iPhone 15,15,10000.0,3.8,315,34,25,2025-01-30
iPhone 15 Plus,15,10200.0,4.6,215,40,15,2025-01-30
iPhone 15 Pro,15,12500.0,5.0,31,25,14,2025-01-30
iPhone 15 Pro Max,15,14000.0,3.8,296,46,20,2025-01-30
iPhone 16,16,11000.0,4.4,452,38,22,2025-01-30
iPhone 16 Pro,16,14000.0,4.9,19,26,27,2025-01-30
iPhone 16 Pro Max,16,16000.0,3.5,333,29,20,2025-01-30
iPhone 17,17,12000.0,4.6,200,29,14,2025-01-30
iPhone 17 Pro,17,15500.0,3.3,90,45,13,2025-01-30
iPhone 17 Pro Max,17,18000.0,3.4,432,10,19,2025-01-30
iPhone X,X,5000.0,4.8,416,43,17,2025-01-31
iPhone XS,X,5200.0,3.1,178,33,24,2025-01-31
iPhone XS Max,X,5500.0,3.3,79,10,15,2025-01-31
iPhone 11,11,6000.0,3.2,58,16,22,2025-01-31
iPhone 11 Pro,11,7000.0,4.3,118,5,19,2025-01-31
iPhone 11 Pro Max,11,8000.0,4.0,361,8,10,2025-01-31
iPhone 12,12,7000.0,3.8,348,47,12,2025-01-31
iPhone 12 mini,12,6800.0,4.4,348,10,18,2025-01-31
iPhone 12 Pro,12,8500.0,4.1,442,44,20,2025-01-31
iPhone 12 Pro Max,12,9000.0,4.4,399,44,16,2025-01-31
iPhone 13,13,8000.0,3.4,329,39,20,2025-01-31
iPhone 13 mini,13,7800.0,4.4,437,27,21,2025-01-31
iPhone 13 Pro,13,9500.0,3.6,31,41,18,2025-01-31
iPhone 13 Pro Max,13,10000.0,4.9,123,20,17,2025-01-31
iPhone 14,14,9000.0,5.0,188,22,16,2025-01-31
iPhone 14 Plus,14,9200.0,3.4,21,15,17,2025-01-31
iPhone 14 Pro,14,11000.0,3.4,149,21,19,2025-01-31
iPhone 14 Pro Max,14,12000.0,4.8,78,37,23,2025-01-31
iPhone 15,15,10000.0,3.6,377,45,14,2025-01-31
iPhone 15 Plus,15,10200.0,3.1,56,43,26,2025-01-31
iPhone 15 Pro,15,12500.0,4.9,150,24,25,2025-01-31
iPhone 15 Pro Max,15,14000.0,3.4,412,33,27,2025-01-31
iPhone 16,16,11000.0,3.2,38,28,17,2025-01-31
iPhone 16 Pro,16,14000.0,5.0,227,33,11,2025-01-31
iPhone 16 Pro Max,16,16000.0,5.0,331,10,21,2025-01-31
iPhone 17,17,12000.0,4.1,91,30,20,2025-01-31
iPhone 17 Pro,17,15500.0,4.2,442,31,16,2025-01-31
iPhone 17 Pro Max,17,18000.0,4.2,107,29,20,2025-01-31
iPhone X,X,5000.0,4.5,11,28,21,2025-02-01
iPhone XS,X,5200.0,4.2,304,31,20,2025-02-01
iPhone XS Max,X,5500.0,3.2,239,24,17,2025-02-01
iPhone 11,11,6000.0,4.2,93,39,18,2025-02-01
iPhone 11 Pro,11,7000.0,4.3,423,38,15,2025-02-01
iPhone 11 Pro Max,11,8000.0,4.1,82,37,27,2025-02-01
iPhone 12,12,7000.0,4.3,335,45,11,2025-02-01
iPhone 12 mini,12,6800.0,3.0,461,5,20,2025-02-01
iPhone 12 Pro,12,8500.0,3.2,482,14,13,2025-02-01
iPhone 12 Pro Max,12,9000.0,4.9,414,26,22,2025-02-01
iPhone 13,13,8000.0,4.3,423,29,20,2025-02-01
iPhone 13 mini,13,7800.0,3.8,16,13,17,2025-02-01
iPhone 13 Pro,13,9500.0,3.9,394,14,25,2025-02-01
iPhone 13 Pro Max,13,10000.0,3.4,297,10,18,2025-02-01
iPhone 14,14,9000.0,5.0,154,14,19,2025-02-01
iPhone 14 Plus,14,9200.0,3.2,350,29,19,2025-02-01
iPhone 14 Pro,14,11000.0,3.9,280,8,28,2025-02-01
iPhone 14 Pro Max,14,12000.0,3.0,257,32,17,2025-02-01
iPhone 15,15,10000.0,4.2,386,45,24,2025-02-01
iPhone 15 Plus,15,10200.0,3.2,378,27,15,2025-02-01
iPhone 15 Pro,15,12500.0,3.1,445,37,16,2025-02-01
iPhone 15 Pro Max,15,14000.0,3.5,305,15,15,2025-02-01
iPhone 16,16,11000.0,3.9,460,37,17,2025-02-01
iPhone 16 Pro,16,14000.0,4.9,147,22,21,2025-02-01
iPhone 16 Pro Max,16,16000.0,4.6,284,40,20,2025-02-01
iPhone 17,17,12000.0,3.4,467,42,23,2025-02-01
iPhone 17 Pro,17,15500.0,4.5,385,31,16,2025-02-01
iPhone 17 Pro Max,17,18000.0,3.7,82,10,20,2025-02-01
iPhone X,X,5000.0,4.6,304,32,24,2025-02-02
iPhone XS,X,5200.0,4.3,239,44,18,2025-02-02
iPhone XS Max,X,5500.0,3.9,261,47,17,2025-02-02
iPhone 11,11,6000.0,3.9,194,17,24,2025-02-02
iPhone 11 Pro,11,7000.0,3.6,265,11,19,2025-02-02
iPhone 11 Pro Max,11,8000.0,4.9,216,5,16,2025-02-02
iPhone 12,12,7000.0,4.5,471,42,13,2025-02-02
iPhone 12 mini,12,6800.0,3.3,422,9,24,2025-02-02
iPhone 12 Pro,12,8500.0,4.6,357,25,24,2025-02-02
iPhone 12 Pro Max,12,9000.0,4.7,92,39,24,2025-02-02
iPhone 13,13,8000.0,4.6,138,8,19,2025-02-02
iPhone 13 mini,13,7800.0,4.1,162,25,23,2025-02-02
iPhone 13 Pro,13,9500.0,4.5,387,28,16,2025-02-02
iPhone 13 Pro Max,13,10000.0,4.8,361,9,25,2025-02-02
iPhone 14,14,9000.0,3.7,499,46,15,2025-02-02
iPhone 14 Plus,14,9200.0,3.6,326,13,16,2025-02-02
iPhone 14 Pro,14,11000.0,3.2,118,39,21,2025-02-02
iPhone 14 Pro Max,14,12000.0,4.6,96,21,9,2025-02-02
iPhone 15,15,10000.0,3.7,473,7,18,2025-02-02
iPhone 15 Plus,15,10200.0,3.6,248,41,19,2025-02-02
iPhone 15 Pro,15,12500.0,3.8,169,27,27,2025-02-02
iPhone 15 Pro Max,15,14000.0,4.7,494,10,17,2025-02-02
iPhone 16,16,11000.0,4.6,103,26,9,2025-02-02
iPhone 16 Pro,16,14000.0,3.8,425,46,22,2025-02-02
iPhone 16 Pro Max,16,16000.0,4.8,131,14,25,2025-02-02
iPhone 17,17,12000.0,3.2,243,32,29,2025-02-02
iPhone 17 Pro,17,15500.0,3.6,176,23,25,2025-02-02
iPhone 17 Pro Max,17,18000.0,4.1,372,13,16,2025-02-02
iPhone X,X,5000.0,3.8,455,37,29,2025-02-03
iPhone XS,X,5200.0,4.4,458,33,21,2025-02-03
iPhone XS Max,X,5500.0,4.0,150,5,22,2025-02-03
iPhone 11,11,6000.0,3.2,442,33,31,2025-02-03
iPhone 11 Pro,11,7000.0,3.9,353,30,14,2025-02-03
iPhone 11 Pro Max,11,8000.0,4.5,460,11,20,2025-02-03
iPhone 12,12,7000.0,4.5,112,5,19,2025-02-03
iPhone 12 mini,12,6800.0,4.1,126,47,16,2025-02-03
iPhone 12 Pro,12,8500.0,4.4,389,20,26,2025-02-03
iPhone 12 Pro Max,12,9000.0,4.6,345,45,20,2025-02-03
iPhone 13,13,8000.0,4.0,444,45,25,2025-02-03
iPhone 13 mini,13,7800.0,4.6,434,49,35,2025-02-03
iPhone 13 Pro,13,9500.0,4.0,148,34,15,2025-02-03
iPhone 13 Pro Max,13,10000.0,3.1,15,16,16,2025-02-03
iPhone 14,14,9000.0,3.4,369,40,20,2025-02-03
iPhone 14 Plus,14,9200.0,5.0,91,6,25,2025-02-03
iPhone 14 Pro,14,11000.0,4.0,344,24,14,2025-02-03
iPhone 14 Pro Max,14,12000.0,3.7,329,44,16,2025-02-03
iPhone 15,15,10000.0,3.1,71,8,28,2025-02-03
iPhone 15 Plus,15,10200.0,4.3,116,36,18,2025-02-03
iPhone 15 Pro,15,12500.0,3.0,244,6,18,2025-02-03
iPhone 15 Pro Max,15,14000.0,3.0,133,38,30,2025-02-03
iPhone 16,16,11000.0,4.5,216,29,11,2025-02-03
iPhone 16 Pro,16,14000.0,4.1,377,49,29,2025-02-03
iPhone 16 Pro Max,16,16000.0,3.7,489,21,15,2025-02-03
iPhone 17,17,12000.0,4.3,392,32,27,2025-02-03
iPhone 17 Pro,17,15500.0,3.8,451,21,23,2025-02-03
iPhone 17 Pro Max,17,18000.0,3.9,355,40,12,2025-02-03
iPhone X,X,5000.0,4.7,254,26,16,2025-02-04
iPhone XS,X,5200.0,3.8,276,20,25,2025-02-04
iPhone XS Max,X,5500.0,3.4,68,44,25,2025-02-04
iPhone 11,11,6000.0,4.7,147,48,21,2025-02-04
iPhone 11 Pro,11,7000.0,4.5,345,21,14,2025-02-04
iPhone 11 Pro Max,11,8000.0,3.9,288,22,21,2025-02-04
iPhone 12,12,7000.0,4.9,378,42,30,2025-02-04
iPhone 12 mini,12,6800.0,4.5,70,5,22,2025-02-04
iPhone 12 Pro,12,8500.0,4.1,489,32,11,2025-02-04
iPhone 12 Pro Max,12,9000.0,4.3,400,26,18,2025-02-04
iPhone 13,13,8000.0,3.1,446,19,19,2025-02-04
iPhone 13 mini,13,7800.0,5.0,481,24,26,2025-02-04
iPhone 13 Pro,13,9500.0,4.5,349,16,17,2025-02-04
iPhone 13 Pro Max,13,10000.0,3.9,31,10,17,2025-02-04
iPhone 14,14,9000.0,3.8,105,39,22,2025-02-04
iPhone 14 Plus,14,9200.0,4.7,185,10,25,2025-02-04
iPhone 14 Pro,14,11000.0,3.9,375,44,17,2025-02-04
iPhone 14 Pro Max,14,12000.0,4.3,411,6,28,2025-02-04
iPhone 15,15,10000.0,4.5,490,42,25,2025-02-04
iPhone 15 Plus,15,10200.0,4.6,467,7,15,2025-02-04
iPhone 15 Pro,15,12500.0,5.0,172,35,19,2025-02-04
iPhone 15 Pro Max,15,14000.0,3.3,468,25,17,2025-02-04
iPhone 16,16,11000.0,4.6,468,34,25,2025-02-04
iPhone 16 Pro,16,14000.0,3.5,175,35,13,2025-02-04
iPhone 16 Pro Max,16,16000.0,4.5,123,36,16,2025-02-04
iPhone 17,17,12000.0,4.0,451,39,17,2025-02-04
iPhone 17 Pro,17,15500.0,4.9,206,25,11,2025-02-04
iPhone 17 Pro Max,17,18000.0,3.1,38,23,12,2025-02-04
iPhone X,X,5000.0,3.9,83,47,28,2025-02-05
iPhone XS,X,5200.0,4.7,148,38,29,2025-02-05
iPhone XS Max,X,5500.0,3.7,206,9,25,2025-02-05
iPhone 11,11,6000.0,4.4,418,18,22,2025-02-05
iPhone 11 Pro,11,7000.0,3.1,404,22,24,2025-02-05
iPhone 11 Pro Max,11,8000.0,3.2,84,25,18,2025-02-05
iPhone 12,12,7000.0,4.3,352,45,20,2025-02-05
iPhone 12 mini,12,6800.0,3.1,415,23,20,2025-02-05
iPhone 12 Pro,12,8500.0,4.5,336,8,13,2025-02-05
iPhone 12 Pro Max,12,9000.0,3.1,251,21,18,2025-02-05
iPhone 13,13,8000.0,4.7,151,24,19,2025-02-05
iPhone 13 mini,13,7800.0,3.9,29,34,13,2025-02-05
iPhone 13 Pro,13,9500.0,4.8,165,30,14,2025-02-05
iPhone 13 Pro Max,13,10000.0,4.1,239,6,18,2025-02-05
iPhone 14,14,9000.0,4.8,35,15,11,2025-02-05
iPhone 14 Plus,14,9200.0,3.1,17,33,25,2025-02-05
iPhone 14 Pro,14,11000.0,3.8,423,21,24,2025-02-05
iPhone 14 Pro Max,14,12000.0,4.8,327,47,21,2025-02-05
iPhone 15,15,10000.0,3.4,54,31,15,2025-02-05
iPhone 15 Plus,15,10200.0,4.6,428,24,24,2025-02-05
iPhone 15 Pro,15,12500.0,3.4,474,35,19,2025-02-05
iPhone 15 Pro Max,15,14000.0,4.7,231,24,22,2025-02-05
iPhone 16,16,11000.0,3.7,318,16,21,2025-02-05
iPhone 16 Pro,16,14000.0,4.9,412,15,21,2025-02-05
iPhone 16 Pro Max,16,16000.0,4.6,80,48,19,2025-02-05
iPhone 17,17,12000.0,3.1,225,14,13,2025-02-05
iPhone 17 Pro,17,15500.0,3.1,280,41,21,2025-02-05
iPhone 17 Pro Max,17,18000.0,3.3,81,44,20,2025-02-05
iPhone X,X,5000.0,3.0,416,44,22,2025-02-06
iPhone XS,X,5200.0,3.4,65,14,13,2025-02-06
iPhone XS Max,X,5500.0,3.5,58,40,17,2025-02-06
iPhone 11,11,6000.0,3.4,95,8,20,2025-02-06
iPhone 11 Pro,11,7000.0,3.3,457,42,19,2025-02-06
iPhone 11 Pro Max,11,8000.0,3.6,485,36,15,2025-02-06
iPhone 12,12,7000.0,3.3,201,42,16,2025-02-06
iPhone 12 mini,12,6800.0,3.6,437,27,25,2025-02-06
iPhone 12 Pro,12,8500.0,3.2,256,35,24,2025-02-06
iPhone 12 Pro Max,12,9000.0,3.1,193,38,17,2025-02-06
iPhone 13,13,8000.0,3.9,406,29,29,2025-02-06
iPhone 13 mini,13,7800.0,4.6,408,46,24,2025-02-06
iPhone 13 Pro,13,9500.0,3.6,328,43,27,2025-02-06
iPhone 13 Pro Max,13,10000.0,4.9,227,31,21,2025-02-06
iPhone 14,14,9000.0,4.0,342,20,23,2025-02-06
iPhone 14 Plus,14,9200.0,4.4,453,11,29,2025-02-06
iPhone 14 Pro,14,11000.0,3.2,57,22,21,2025-02-06
iPhone 14 Pro Max,14,12000.0,3.8,233,44,16,2025-02-06
iPhone 15,15,10000.0,3.4,346,41,28,2025-02-06
iPhone 15 Plus,15,10200.0,4.0,279,35,20,2025-02-06
iPhone 15 Pro,15,12500.0,3.8,48,12,27,2025-02-06
iPhone 15 Pro Max,15,14000.0,3.3,431,32,14,2025-02-06
iPhone 16,16,11000.0,3.3,460,32,7,2025-02-06
iPhone 16 Pro,16,14000.0,4.8,105,42,18,2025-02-06
iPhone 16 Pro Max,16,16000.0,4.9,81,10,26,2025-02-06
iPhone 17,17,12000.0,3.7,196,16,17,2025-02-06
iPhone 17 Pro,17,15500.0,4.1,296,33,17,2025-02-06
iPhone 17 Pro Max,17,18000.0,4.3,434,35,22,2025-02-06
iPhone X,X,5000.0,3.4,259,24,15,2025-02-07
iPhone XS,X,5200.0,3.0,136,46,15,2025-02-07
iPhone XS Max,X,5500.0,4.6,285,17,16,2025-02-07
iPhone 11,11,6000.0,4.1,470,21,15,2025-02-07
iPhone 11 Pro,11,7000.0,3.6,337,31,16,2025-02-07
iPhone 11 Pro Max,11,8000.0,4.8,432,41,16,2025-02-07
iPhone 12,12,7000.0,3.9,482,20,26,2025-02-07
iPhone 12 mini,12,6800.0,4.0,295,43,23,2025-02-07
iPhone 12 Pro,12,8500.0,4.9,230,34,30,2025-02-07
iPhone 12 Pro Max,12,9000.0,4.5,121,21,18,2025-02-07
iPhone 13,13,8000.0,4.0,125,19,20,2025-02-07
iPhone 13 mini,13,7800.0,4.0,480,34,24,2025-02-07
iPhone 13 Pro,13,9500.0,4.1,317,13,18,2025-02-07
iPhone 13 Pro Max,13,10000.0,3.0,107,20,21,2025-02-07
iPhone 14,14,9000.0,3.5,280,16,17,2025-02-07
iPhone 14 Plus,14,9200.0,4.2,81,31,21,2025-02-07
iPhone 14 Pro,14,11000.0,3.3,330,47,17,2025-02-07
iPhone 14 Pro Max,14,12000.0,4.5,180,35,26,2025-02-07
iPhone 15,15,10000.0,4.5,425,33,21,2025-02-07
iPhone 15 Plus,15,10200.0,4.9,351,42,21,2025-02-07
iPhone 15 Pro,15,12500.0,3.0,201,12,16,2025-02-07
iPhone 15 Pro Max,15,14000.0,3.7,314,25,23,2025-02-07
iPhone 16,16,11000.0,4.9,72,44,19,2025-02-07
iPhone 16 Pro,16,14000.0,4.2,156,42,21,2025-02-07
iPhone 16 Pro Max,16,16000.0,3.6,47,41,21,2025-02-07
iPhone 17,17,12000.0,3.6,308,40,22,2025-02-07
iPhone 17 Pro,17,15500.0,4.9,317,36,9,2025-02-07
iPhone 17 Pro Max,17,18000.0,3.9,92,39,22,2025-02-07
iPhone X,X,5000.0,3.3,193,32,15,2025-02-08
iPhone XS,X,5200.0,4.7,456,16,13,2025-02-08
iPhone XS Max,X,5500.0,3.4,217,8,17,2025-02-08
iPhone 11,11,6000.0,3.5,193,16,17,2025-02-08
iPhone 11 Pro,11,7000.0,3.5,384,18,24,2025-02-08
iPhone 11 Pro Max,11,8000.0,3.4,417,46,19,2025-02-08
iPhone 12,12,7000.0,4.8,413,44,24,2025-02-08
iPhone 12 mini,12,6800.0,4.6,451,31,20,2025-02-08
iPhone 12 Pro,12,8500.0,3.1,280,39,23,2025-02-08
iPhone 12 Pro Max,12,9000.0,3.8,171,27,14,2025-02-08
iPhone 13,13,8000.0,4.8,349,16,18,2025-02-08
iPhone 13 mini,13,7800.0,4.4,138,29,22,2025-02-08
iPhone 13 Pro,13,9500.0,4.5,396,25,26,2025-02-08
iPhone 13 Pro Max,13,10000.0,3.2,455,37,18,2025-02-08
iPhone 14,14,9000.0,3.2,262,19,23,2025-02-08
iPhone 14 Plus,14,9200.0,4.2,387,9,26,2025-02-08
iPhone 14 Pro,14,11000.0,3.7,372,48,24,2025-02-08
iPhone 14 Pro Max,14,12000.0,4.9,485,39,26,2025-02-08
iPhone 15,15,10000.0,4.1,160,7,26,2025-02-08
iPhone 15 Plus,15,10200.0,4.9,209,15,9,2025-02-08
iPhone 15 Pro,15,12500.0,4.6,14,49,18,2025-02-08
iPhone 15 Pro Max,15,14000.0,3.2,367,33,16,2025-02-08
iPhone 16,16,11000.0,3.5,68,6,22,2025-02-08
iPhone 16 Pro,16,14000.0,3.2,99,17,30,2025-02-08
iPhone 16 Pro Max,16,16000.0,4.1,456,32,19,2025-02-08
iPhone 17,17,12000.0,3.7,256,35,22,2025-02-08
iPhone 17 Pro,17,15500.0,3.1,85,5,12,2025-02-08
iPhone 17 Pro Max,17,18000.0,4.2,330,46,18,2025-02-08
iPhone X,X,5000.0,3.7,414,19,19,2025-02-09
iPhone XS,X,5200.0,3.7,17,21,26,2025-02-09
iPhone XS Max,X,5500.0,3.7,99,17,19,2025-02-09
iPhone 11,11,6000.0,4.0,271,39,15,2025-02-09
iPhone 11 Pro,11,7000.0,3.4,248,12,22,2025-02-09
iPhone 11 Pro Max,11,8000.0,3.8,250,35,22,2025-02-09
iPhone 12,12,7000.0,3.6,172,10,17,2025-02-09
iPhone 12 mini,12,6800.0,3.8,427,30,21,2025-02-09
iPhone 12 Pro,12,8500.0,4.9,483,24,23,2025-02-09
iPhone 12 Pro Max,12,9000.0,4.2,397,21,13,2025-02-09
iPhone 13,13,8000.0,4.9,471,17,16,2025-02-09
iPhone 13 mini,13,7800.0,4.0,72,47,16,2025-02-09
iPhone 13 Pro,13,9500.0,3.1,428,21,13,2025-02-09
iPhone 13 Pro Max,13,10000.0,4.4,131,48,23,2025-02-09
iPhone 14,14,9000.0,4.6,326,21,27,2025-02-09
iPhone 14 Plus,14,9200.0,4.1,137,18,18,2025-02-09
iPhone 14 Pro,14,11000.0,3.6,472,8,17,2025-02-09
iPhone 14 Pro Max,14,12000.0,4.8,397,49,20,2025-02-09
iPhone 15,15,10000.0,3.4,361,49,17,2025-02-09
iPhone 15 Plus,15,10200.0,3.6,280,47,21,2025-02-09
iPhone 15 Pro,15,12500.0,3.5,496,49,8,2025-02-09
iPhone 15 Pro Max,15,14000.0,3.6,473,39,16,2025-02-09
iPhone 16,16,11000.0,3.2,239,22,14,2025-02-09
iPhone 16 Pro,16,14000.0,4.8,160,9,9,2025-02-09
iPhone 16 Pro Max,16,16000.0,3.0,449,48,23,2025-02-09
iPhone 17,17,12000.0,3.5,155,19,18,2025-02-09
iPhone 17 Pro,17,15500.0,4.0,105,13,23,2025-02-09
iPhone 17 Pro Max,17,18000.0,3.7,388,7,11,2025-02-09
iPhone X,X,5000.0,4.7,308,21,14,2025-02-10
iPhone XS,X,5200.0,3.5,476,9,25,2025-02-10
iPhone XS Max,X,5500.0,4.7,463,39,19,2025-02-10
iPhone 11,11,6000.0,4.6,276,17,22,2025-02-10
iPhone 11 Pro,11,7000.0,5.0,12,13,28,2025-02-10
iPhone 11 Pro Max,11,8000.0,4.4,122,45,25,2025-02-10
iPhone 12,12,7000.0,3.4,211,23,19,2025-02-10
iPhone 12 mini,12,6800.0,4.0,224,34,24,2025-02-10
iPhone 12 Pro,12,8500.0,4.6,491,49,11,2025-02-10
iPhone 12 Pro Max,12,9000.0,4.6,499,34,29,2025-02-10
iPhone 13,13,8000.0,3.2,434,29,25,2025-02-10
iPhone 13 mini,13,7800.0,3.3,108,15,28,2025-02-10
iPhone 13 Pro,13,9500.0,3.0,414,26,22,2025-02-10
iPhone 13 Pro Max,13,10000.0,4.9,307,22,18,2025-02-10
iPhone 14,14,9000.0,3.1,340,20,10,2025-02-10
iPhone 14 Plus,14,9200.0,3.1,355,20,26,2025-02-10
iPhone 14 Pro,14,11000.0,3.0,373,47,19,2025-02-10
iPhone 14 Pro Max,14,12000.0,4.2,342,8,19,2025-02-10
iPhone 15,15,10000.0,4.9,139,30,24,2025-02-10
iPhone 15 Plus,15,10200.0,3.5,272,44,14,2025-02-10
iPhone 15 Pro,15,12500.0,3.2,150,47,17,2025-02-10
iPhone 15 Pro Max,15,14000.0,3.5,478,12,23,2025-02-10
iPhone 16,16,11000.0,4.9,217,40,10,2025-02-10
iPhone 16 Pro,16,14000.0,4.7,423,27,16,2025-02-10
iPhone 16 Pro Max,16,16000.0,3.4,467,11,19,2025-02-10
iPhone 17,17,12000.0,3.9,204,19,16,2025-02-10
iPhone 17 Pro,17,15500.0,3.8,439,23,16,2025-02-10
iPhone 17 Pro Max,17,18000.0,3.6,320,33,16,2025-02-10
iPhone X,X,5000.0,3.3,335,40,15,2025-02-11
iPhone XS,X,5200.0,3.3,447,40,18,2025-02-11
iPhone XS Max,X,5500.0,4.2,284,27,16,2025-02-11
iPhone 11,11,6000.0,5.0,365,26,23,2025-02-11
iPhone 11 Pro,11,7000.0,3.7,376,40,24,2025-02-11
iPhone 11 Pro Max,11,8000.0,4.6,157,13,21,2025-02-11
iPhone 12,12,7000.0,4.1,59,22,20,2025-02-11
iPhone 12 mini,12,6800.0,4.1,287,8,18,2025-02-11
iPhone 12 Pro,12,8500.0,3.5,299,17,23,2025-02-11
iPhone 12 Pro Max,12,9000.0,4.2,198,35,25,2025-02-11
iPhone 13,13,8000.0,3.6,190,36,13,2025-02-11
iPhone 13 mini,13,7800.0,3.9,325,28,28,2025-02-11
iPhone 13 Pro,13,9500.0,4.1,153,20,24,2025-02-11
iPhone 13 Pro Max,13,10000.0,4.1,13,11,22,2025-02-11
iPhone 14,14,9000.0,3.0,315,16,23,2025-02-11
iPhone 14 Plus,14,9200.0,3.5,289,8,16,2025-02-11
iPhone 14 Pro,14,11000.0,3.2,419,15,17,2025-02-11
iPhone 14 Pro Max,14,12000.0,4.4,378,6,24,2025-02-11
iPhone 15,15,10000.0,4.5,395,34,14,2025-02-11
iPhone 15 Plus,15,10200.0,3.0,275,46,18,2025-02-11
iPhone 15 Pro,15,12500.0,3.5,342,45,13,2025-02-11
iPhone 15 Pro Max,15,14000.0,4.3,246,26,23,2025-02-11
iPhone 16,16,11000.0,3.2,251,47,21,2025-02-11
iPhone 16 Pro,16,14000.0,3.8,82,16,13,2025-02-11
iPhone 16 Pro Max,16,16000.0,3.1,19,36,22,2025-02-11
iPhone 17,17,12000.0,4.0,75,5,21,2025-02-11
iPhone 17 Pro,17,15500.0,4.3,173,28,31,2025-02-11
iPhone 17 Pro Max,17,18000.0,4.6,203,33,19,2025-02-11
iPhone X,X,5000.0,4.6,110,32,23,2025-02-12
iPhone XS,X,5200.0,4.7,225,18,9,2025-02-12
iPhone XS Max,X,5500.0,4.6,323,16,20,2025-02-12
iPhone 11,11,6000.0,5.0,31,18,19,2025-02-12
iPhone 11 Pro,11,7000.0,4.6,454,40,12,2025-02-12
iPhone 11 Pro Max,11,8000.0,4.7,157,22,24,2025-02-12
iPhone 12,12,7000.0,4.2,160,36,18,2025-02-12
iPhone 12 mini,12,6800.0,4.8,158,44,20,2025-02-12
iPhone 12 Pro,12,8500.0,3.3,240,35,20,2025-02-12
iPhone 12 Pro Max,12,9000.0,4.8,96,18,18,2025-02-12
iPhone 13,13,8000.0,3.3,55,36,19,2025-02-12
iPhone 13 mini,13,7800.0,3.6,292,27,4,2025-02-12
iPhone 13 Pro,13,9500.0,4.5,388,18,15,2025-02-12
iPhone 13 Pro Max,13,10000.0,3.5,447,27,26,2025-02-12
iPhone 14,14,9000.0,4.6,406,24,23,2025-02-12
iPhone 14 Plus,14,9200.0,3.2,418,35,33,2025-02-12
iPhone 14 Pro,14,11000.0,3.8,438,9,13,2025-02-12
iPhone 14 Pro Max,14,12000.0,3.2,221,48,17,2025-02-12
iPhone 15,15,10000.0,3.2,84,43,19,2025-02-12
iPhone 15 Plus,15,10200.0,4.1,227,20,21,2025-02-12
iPhone 15 Pro,15,12500.0,5.0,55,7,17,2025-02-12
iPhone 15 Pro Max,15,14000.0,3.6,346,6,25,2025-02-12
iPhone 16,16,11000.0,4.3,335,12,16,2025-02-12
iPhone 16 Pro,16,14000.0,4.3,172,9,18,2025-02-12
iPhone 16 Pro Max,16,16000.0,4.2,213,24,25,2025-02-12
iPhone 17,17,12000.0,4.7,284,42,24,2025-02-12
iPhone 17 Pro,17,15500.0,3.2,180,17,25,2025-02-12
iPhone 17 Pro Max,17,18000.0,3.6,120,49,23,2025-02-12
iPhone X,X,5000.0,4.7,220,12,19,2025-02-13
iPhone XS,X,5200.0,4.2,421,13,15,2025-02-13
iPhone XS Max,X,5500.0,3.2,220,43,19,2025-02-13
iPhone 11,11,6000.0,3.1,276,30,22,2025-02-13
iPhone 11 Pro,11,7000.0,3.6,20,42,11,2025-02-13
iPhone 11 Pro Max,11,8000.0,3.8,381,42,20,2025-02-13
iPhone 12,12,7000.0,4.3,229,5,20,2025-02-13
iPhone 12 mini,12,6800.0,3.3,440,11,22,2025-02-13
iPhone 12 Pro,12,8500.0,4.3,326,8,22,2025-02-13
iPhone 12 Pro Max,12,9000.0,4.1,436,41,15,2025-02-13
iPhone 13,13,8000.0,3.0,97,20,14,2025-02-13
iPhone 13 mini,13,7800.0,4.4,84,36,26,2025-02-13
iPhone 13 Pro,13,9500.0,4.5,375,15,24,2025-02-13
iPhone 13 Pro Max,13,10000.0,4.6,37,47,9,2025-02-13
iPhone 14,14,9000.0,4.9,35,29,19,2025-02-13
iPhone 14 Plus,14,9200.0,4.0,343,39,17,2025-02-13
iPhone 14 Pro,14,11000.0,4.3,282,7,9,2025-02-13
iPhone 14 Pro Max,14,12000.0,3.8,88,29,16,2025-02-13
iPhone 15,15,10000.0,3.8,115,42,8,2025-02-13
iPhone 15 Plus,15,10200.0,4.5,346,22,14,2025-02-13
iPhone 15 Pro,15,12500.0,3.4,339,14,20,2025-02-13
iPhone 15 Pro Max,15,14000.0,3.2,484,37,11,2025-02-13
iPhone 16,16,11000.0,3.3,446,38,20,2025-02-13
iPhone 16 Pro,16,14000.0,4.4,269,5,17,2025-02-13
iPhone 16 Pro Max,16,16000.0,3.1,187,13,15,2025-02-13
